,Node 1,,,,Node 2,,,,Node 3,,,,Node 4,,,,Node 5,,,,Node 6,,,,Node 7,,,,Node 8,,,,Node 9,,,
Time (s),Temperature (°C),Humidity (%),Pressure (Pa),TDS (Volts),Temperature (°C),Humidity (%),Pressure (Pa),TDS (Volts),Temperature (°C),Humidity (%),Pressure (Pa),TDS (Volts),Temperature (°C),Humidity (%),Pressure (Pa),TDS (Volts),Temperature (°C),Humidity (%),Pressure (Pa),TDS (Volts),Temperature (°C),Humidity (%),Pressure (Pa),TDS (Volts),Temperature (°C),Humidity (%),Pressure (Pa),TDS (Volts),Temperature (°C),Humidity (%),Pressure (Pa),TDS (Volts),Temperature (°C),Humidity (%),Pressure (Pa),TDS (Volts)
3836.1227,23.28,49.99,100355,0.0867,23.11,53.45,100361,0.0995,22.92,50.97,100347,0.061,23.14,47.67,100328,0.0706,23.4,51.44,100249,0.0706,23.46,61.92,100302,0.0176,23.67,50.52,100315,0.0215,22.79,51.89,100285,0.0867,22.84,56.34,100242,0.0835
3846.23889,23.28,50.44,100354,0.0867,23.11,53.34,100362,0.0963,22.92,51.01,100341,0.061,23.14,47.28,100331,0.0706,23.39,51.55,100250,0.0706,23.46,61.97,100302,0.0176,23.68,50.63,100319,0.0322,22.8,51.38,100292,0.0867,22.84,56.41,100247,0.0835
3856.35375,23.28,49.98,100353,0.0867,23.11,53.46,100362,0.0963,22.92,51.02,100345,0.061,23.14,47.54,100329,0.0706,23.39,51.44,100251,0.0706,23.46,61.92,100304,0.0247,23.67,50.61,100319,0.0215,22.79,51.34,100293,0.0867,22.84,56.39,100243,0.0835
3866.46986,23.28,50.08,100352,0.0867,23.11,53.4,100363,0.0963,22.92,51.01,100346,0.061,23.14,47.71,100327,0.0706,23.39,51.29,100249,0.0706,23.46,61.93,100307,0.0247,23.67,50.57,100319,0.0215,22.8,51.37,100293,0.0867,22.84,56.37,100245,0.0835
3876.58596,23.28,50.1,100353,0.0867,23.11,53.37,100365,0.0963,22.91,51.03,100350,0.061,23.14,47.6,100334,0.0706,23.39,51.45,100251,0.0706,23.46,61.98,100309,0.0176,23.67,50.57,100321,0.0215,22.8,51.72,100295,0.0867,22.84,56.36,100246,0.0835
3886.70206,23.28,49.95,100353,0.0867,23.11,53.36,100364,0.0931,22.92,51.02,100351,0.061,23.14,47.52,100332,0.0706,23.39,51.43,100251,0.0706,23.47,61.92,100309,0.0247,23.68,50.48,100323,0.0215,22.79,51.35,100292,0.0867,22.84,56.41,100246,0.0835
3896.8172,23.27,50.12,100350,0.0867,23.11,53.33,100363,0.0931,22.91,50.95,100345,0.061,23.14,47.61,100326,0.0706,23.39,51.46,100251,0.0706,23.46,61.97,100304,0.0176,23.67,50.63,100325,0.0215,22.8,51.78,100292,0.0867,22.84,56.36,100247,0.0835
3906.93302,23.28,49.93,100352,0.0867,23.11,53.41,100365,0.0931,22.92,51,100350,0.061,23.14,47.37,100329,0.0706,23.38,51.38,100249,0.0706,23.46,61.92,100306,0.0176,23.67,50.59,100321,0.0286,22.79,51.76,100292,0.0867,22.84,56.36,100248,0.0835
3917.04921,23.27,50.11,100353,0.0867,23.11,53.45,100362,0.0931,22.92,51.12,100350,0.061,23.14,47.5,100328,0.0706,23.38,51.46,100248,0.0706,23.46,61.92,100305,0.0247,23.67,50.64,100321,0.0215,22.79,51.62,100289,0.0867,22.83,56.38,100246,0.0835
3927.16522,23.27,50.02,100353,0.0867,23.11,53.34,100363,0.0931,22.91,51,100344,0.061,23.14,47.72,100329,0.0706,23.38,51.52,100248,0.0706,23.46,61.94,100303,0.0176,23.67,50.55,100320,0.0215,22.79,51.46,100292,0.0867,22.83,56.43,100246,0.0835
3937.28141,23.27,49.83,100354,0.0867,23.11,53.46,100362,0.0899,22.92,51.07,100347,0.061,23.14,47.3,100330,0.0706,23.38,51.46,100250,0.0706,23.47,61.94,100302,0.0247,23.67,50.64,100320,0.0286,22.79,51.71,100290,0.0867,22.84,56.38,100244,0.0835
3947.39742,23.27,50.03,100350,0.0867,23.11,53.28,100360,0.0899,22.92,51,100345,0.061,23.14,47.57,100331,0.0706,23.38,51.53,100250,0.0706,23.46,61.91,100304,0.0247,23.67,50.47,100318,0.0286,22.79,51.52,100288,0.0867,22.84,56.36,100245,0.0835
3957.51285,23.27,49.46,100351,0.0867,23.11,53.43,100363,0.0899,22.92,51.07,100345,0.061,23.13,47.62,100328,0.0706,23.37,51.5,100249,0.0706,23.46,61.93,100301,0.0247,23.67,50.57,100318,0.0215,22.79,51.56,100290,0.0867,22.84,56.36,100247,0.0835
3967.62847,23.27,49.87,100350,0.0867,23.11,53.38,100361,0.0899,22.91,51,100342,0.061,23.14,47.53,100326,0.0706,23.37,51.41,100247,0.0706,23.46,61.98,100305,0.0247,23.67,50.54,100317,0.0215,22.79,51.69,100289,0.0835,22.84,56.39,100248,0.0835
3977.74505,23.27,49.96,100354,0.0835,23.11,53.4,100361,0.0899,22.92,51.04,100344,0.061,23.14,47.66,100329,0.0706,23.37,51.44,100245,0.0706,23.46,61.94,100302,0.0247,23.66,50.65,100320,0.0215,22.79,51.7,100292,0.0835,22.84,56.38,100247,0.0835
3987.8602,23.26,50.11,100354,0.0835,23.11,53.35,100361,0.0867,22.92,51.11,100346,0.061,23.14,47.52,100328,0.0706,23.37,51.47,100251,0.0706,23.46,61.92,100304,0.0176,23.67,50.6,100316,0.0286,22.79,51.42,100288,0.0867,22.84,56.39,100245,0.0835
3997.97582,23.26,50.02,100355,0.0835,23.11,53.31,100358,0.0867,22.92,51,100348,0.061,23.13,47.32,100330,0.0706,23.36,51.49,100251,0.0706,23.46,61.97,100303,0.0247,23.67,50.5,100317,0.0286,22.79,51.3,100286,0.0835,22.84,56.39,100244,0.0835
4008.09192,23.27,50,100352,0.0835,23.11,53.46,100360,0.0867,22.92,51.06,100341,0.0578,23.13,47.54,100333,0.0706,23.36,51.49,100253,0.0706,23.46,61.93,100300,0.0176,23.67,50.61,100317,0.0215,22.79,51.7,100290,0.0835,22.84,56.42,100242,0.0835
4018.20802,23.26,49.98,100347,0.0835,23.11,53.47,100364,0.0867,22.92,51.02,100345,0.061,23.14,47.62,100334,0.0706,23.36,51.38,100251,0.0706,23.46,61.94,100303,0.0247,23.67,50.63,100320,0.0215,22.79,51.68,100292,0.0835,22.84,56.42,100247,0.0835
4028.32317,23.26,49.91,100349,0.0835,23.11,53.38,100366,0.0867,22.92,51.05,100351,0.061,23.13,47.37,100332,0.0706,23.36,51.63,100250,0.0706,23.46,61.94,100305,0.0176,23.67,50.55,100322,0.0215,22.79,51.17,100294,0.0835,22.84,56.46,100245,0.0835
4038.43879,23.26,49.94,100349,0.0835,23.1,53.41,100354,0.0835,22.92,51.09,100351,0.061,23.13,47.41,100329,0.0706,23.36,51.49,100248,0.0706,23.46,61.98,100307,0.0247,23.67,50.55,100322,0.0286,22.79,51.79,100293,0.0835,22.83,56.41,100244,0.0835
4048.55632,23.26,50.01,100350,0.0835,23.11,53.41,100365,0.0835,22.92,50.95,100345,0.061,23.14,47.59,100326,0.0706,23.35,51.6,100246,0.0706,23.46,61.97,100305,0.0176,23.67,50.58,100323,0.0286,22.79,51.45,100291,0.0835,22.83,56.38,100245,0.0835
4058.67195,23.25,49.94,100355,0.0835,23.11,53.37,100367,0.0835,22.92,50.94,100342,0.061,23.14,47.73,100328,0.0706,23.36,51.41,100245,0.0706,23.46,61.94,100303,0.0247,23.66,50.65,100320,0.0286,22.79,51.77,100291,0.0835,22.84,56.43,100243,0.0835
4068.78852,23.25,50.39,100354,0.0835,23.1,53.42,100362,0.0835,22.92,51.03,100345,0.061,23.13,47.5,100332,0.0706,23.36,51.57,100250,0.0706,23.46,61.91,100303,0.0247,23.66,50.55,100314,0.0215,22.79,51.56,100285,0.0835,22.83,56.4,100242,0.0835
4078.90272,23.26,49.94,100352,0.0835,23.11,53.35,100356,0.0835,22.92,51.02,100341,0.061,23.13,47.54,100334,0.0706,23.35,51.45,100252,0.0706,23.46,61.94,100302,0.0176,23.67,50.64,100317,0.0215,22.78,51.59,100287,0.0835,22.83,56.43,100244,0.0835
4089.01882,23.25,49.81,100349,0.0835,23.1,53.51,100358,0.0835,22.92,51.06,100343,0.061,23.13,47.4,100328,0.0706,23.35,51.51,100249,0.0706,23.47,61.89,100301,0.0176,23.67,50.49,100319,0.0215,22.78,51.34,100286,0.0835,22.84,56.39,100244,0.0835
4099.13492,23.25,50.13,100351,0.0835,23.1,53.45,100356,0.0835,22.92,51.03,100338,0.061,23.13,47.43,100332,0.0706,23.35,51.47,100249,0.0706,23.47,61.91,100302,0.0176,23.67,50.5,100322,0.0286,22.78,51.48,100292,0.0835,22.83,56.4,100251,0.0835
4109.25102,23.25,50,100349,0.0835,23.11,53.38,100357,0.0835,22.92,51.12,100338,0.061,23.13,47.7,100327,0.0706,23.35,51.54,100243,0.0706,23.46,61.92,100305,0.0247,23.67,50.67,100323,0.0286,22.78,51.83,100292,0.0835,22.83,56.43,100242,0.0835
4119.36616,23.25,49.74,100350,0.0835,23.11,53.49,100355,0.0835,22.92,51,100338,0.0578,23.13,47.64,100328,0.0706,23.35,51.6,100247,0.0706,23.47,61.97,100309,0.0176,23.67,50.58,100318,0.0215,22.78,51.44,100292,0.0835,22.83,56.41,100244,0.0835
4129.48179,23.25,50.2,100345,0.0835,23.11,53.38,100355,0.0835,22.92,51.05,100339,0.0578,23.13,47.52,100328,0.0706,23.34,51.59,100244,0.0706,23.46,61.91,100304,0.0176,23.67,50.54,100317,0.0215,22.79,51.38,100288,0.0835,22.83,56.42,100241,0.0835
4139.59789,23.25,50.36,100346,0.0802,23.11,53.34,100356,0.0835,22.92,51.06,100343,0.0578,23.13,47.46,100328,0.0706,23.34,51.59,100244,0.0706,23.46,61.95,100300,0.0176,23.66,50.59,100316,0.0286,22.79,51.69,100289,0.0835,22.83,56.38,100242,0.0867
4149.71399,23.24,50.18,100344,0.0802,23.11,53.34,100357,0.0802,22.92,50.96,100339,0.0578,23.13,47.33,100322,0.0706,23.35,51.53,100242,0.0706,23.46,61.95,100302,0.0176,23.66,50.6,100314,0.0215,22.79,51.65,100285,0.0835,22.83,56.39,100243,0.0867
4159.83009,23.24,50.05,100348,0.0802,23.11,53.47,100357,0.0802,22.92,50.94,100339,0.0578,23.13,47.6,100322,0.0706,23.34,51.5,100243,0.0706,23.47,61.95,100301,0.0176,23.67,50.6,100317,0.0215,22.79,51.61,100290,0.0835,22.84,56.42,100240,0.0835
4169.94619,23.24,49.75,100351,0.0802,23.11,53.35,100357,0.0802,22.92,50.97,100346,0.0578,23.12,47.43,100321,0.0706,23.34,51.37,100247,0.0706,23.46,61.93,100301,0.0176,23.66,50.6,100312,0.0215,22.79,51.68,100282,0.0835,22.83,56.42,100238,0.0867
4180.06229,23.24,50.14,100347,0.0802,23.11,53.43,100358,0.0802,22.92,51.06,100343,0.061,23.13,47.41,100323,0.0706,23.34,51.63,100248,0.0706,23.47,61.97,100297,0.0247,23.66,50.63,100311,0.0215,22.79,51.79,100286,0.0835,22.83,56.4,100240,0.0867
4190.17839,23.24,50,100346,0.0802,23.11,53.42,100359,0.0802,22.92,51.02,100340,0.0578,23.13,47.27,100326,0.0706,23.33,51.28,100247,0.0706,23.46,61.95,100299,0.0247,23.66,50.61,100313,0.0215,22.79,51.6,100287,0.0835,22.84,56.42,100239,0.0835
4200.29306,23.24,50.04,100349,0.0802,23.11,53.37,100358,0.0802,22.92,51.05,100344,0.061,23.12,47.18,100322,0.0706,23.34,51.45,100249,0.0706,23.46,61.96,100299,0.0176,23.66,50.59,100315,0.0215,22.79,51.65,100283,0.0835,22.83,56.4,100241,0.0867
4210.40916,23.24,50,100348,0.0802,23.11,53.41,100360,0.0802,22.92,51.05,100340,0.0578,23.12,47.81,100327,0.0706,23.34,51.59,100252,0.0706,23.47,61.9,100300,0.0247,23.67,50.64,100315,0.0215,22.78,51.46,100284,0.0835,22.83,56.42,100244,0.0867
4220.52478,23.24,50.11,100348,0.0802,23.11,53.53,100361,0.0802,22.92,51,100339,0.0578,23.12,47.27,100326,0.0706,23.33,51.39,100248,0.0706,23.47,61.98,100300,0.0247,23.67,50.65,100316,0.0215,22.79,51.39,100286,0.0835,22.84,56.42,100241,0.0867
4230.64088,23.24,50.26,100348,0.0802,23.11,53.44,100358,0.0802,22.92,51.1,100339,0.061,23.12,47.46,100323,0.0706,23.32,51.56,100244,0.0706,23.47,61.94,100301,0.0176,23.66,50.69,100316,0.0215,22.78,51.97,100286,0.0835,22.84,56.43,100244,0.0867
4240.75555,23.24,49.96,100351,0.0802,23.11,53.34,100360,0.0802,22.92,51,100336,0.0578,23.12,47.69,100326,0.0706,23.33,51.39,100246,0.0706,23.47,61.91,100301,0.0247,23.66,50.65,100316,0.0286,22.79,52.01,100289,0.0835,22.83,56.43,100242,0.0867
4250.87213,23.24,49.75,100348,0.0802,23.1,53.34,100356,0.0802,22.92,50.97,100337,0.0578,23.12,47.67,100326,0.0706,23.33,51.45,100248,0.0706,23.47,61.97,100303,0.0247,23.66,50.7,100316,0.0286,22.78,51.94,100285,0.0835,22.83,56.4,100236,0.0867
4260.98775,23.24,49.64,100345,0.0802,23.1,53.37,100356,0.0802,22.92,51.07,100340,0.061,23.13,47.63,100324,0.0706,23.33,51.6,100244,0.0706,23.47,61.93,100301,0.0247,23.66,50.58,100315,0.0215,22.78,51.31,100289,0.0835,22.83,56.46,100243,0.0867
4271.10481,23.24,50.07,100344,0.0802,23.11,53.38,100356,0.0802,22.92,51.08,100341,0.061,23.12,47.79,100325,0.0706,23.32,51.49,100250,0.0706,23.47,61.92,100304,0.0247,23.66,50.61,100319,0.0215,22.78,51.2,100287,0.0835,22.83,56.41,100243,0.0867
4281.21995,23.24,49.88,100346,0.0802,23.11,53.37,100357,0.0802,22.92,51.01,100335,0.0578,23.12,47.36,100322,0.0706,23.32,51.47,100243,0.0706,23.47,62.01,100303,0.0176,23.66,50.55,100316,0.0215,22.78,51.64,100288,0.0835,22.83,56.43,100240,0.0867
4291.33605,23.23,49.77,100346,0.0802,23.11,53.35,100359,0.0802,22.92,50.95,100338,0.0578,23.12,47.52,100324,0.0706,23.32,51.34,100245,0.0706,23.46,62.01,100300,0.0176,23.66,50.64,100313,0.0215,22.79,51.65,100288,0.0835,22.83,56.43,100240,0.0835
4301.45215,23.24,50.56,100348,0.0802,23.1,53.45,100355,0.0802,22.92,51.01,100341,0.061,23.12,47.65,100328,0.0706,23.32,51.53,100248,0.0706,23.47,62.01,100300,0.0247,23.66,50.59,100314,0.0215,22.78,51.54,100285,0.0835,22.83,56.43,100239,0.0835
4311.56826,23.23,50.48,100345,0.0802,23.11,53.38,100357,0.0802,22.92,51.02,100345,0.061,23.12,47.57,100326,0.0706,23.32,51.46,100250,0.0706,23.47,61.94,100297,0.0247,23.66,50.57,100312,0.0286,22.78,51.69,100284,0.0835,22.83,56.42,100242,0.0835
4321.68388,23.23,50.15,100346,0.077,23.11,53.35,100357,0.0802,22.92,51.03,100339,0.0578,23.12,47.63,100326,0.0706,23.32,51.51,100246,0.0706,23.47,62,100299,0.0176,23.66,50.56,100313,0.0286,22.78,51.43,100285,0.0835,22.83,56.45,100242,0.0835
4331.79903,23.23,50.12,100345,0.0802,23.1,53.42,100356,0.0802,22.92,51.12,100335,0.061,23.12,47.56,100326,0.0674,23.32,51.62,100243,0.0706,23.46,61.91,100297,0.0176,23.66,50.59,100314,0.0286,22.78,51.5,100286,0.0835,22.83,56.37,100246,0.0835
4341.91513,23.24,50.11,100349,0.077,23.11,53.47,100352,0.0802,22.92,51.06,100337,0.0578,23.12,47.51,100326,0.0706,23.32,51.48,100248,0.0706,23.46,61.95,100303,0.0176,23.66,50.55,100316,0.0215,22.78,51.51,100287,0.0835,22.83,56.43,100242,0.0835
4352.03075,23.23,50.19,100342,0.077,23.11,53.36,100351,0.0802,22.92,51.09,100336,0.061,23.12,47.56,100328,0.0706,23.31,51.5,100244,0.0706,23.47,61.95,100304,0.0247,23.66,50.61,100314,0.0215,22.78,51.48,100286,0.0835,22.84,56.43,100239,0.0835
4362.14685,23.24,50.24,100344,0.077,23.1,53.54,100351,0.0802,22.92,51.02,100337,0.0578,23.12,47.74,100324,0.0706,23.31,51.48,100244,0.0706,23.46,61.94,100301,0.0176,23.66,50.62,100310,0.0215,22.79,51.68,100284,0.0835,22.83,56.42,100243,0.0835
4372.26295,23.23,50.18,100345,0.077,23.11,53.47,100354,0.0802,22.92,51.05,100339,0.061,23.11,47.63,100320,0.0706,23.31,51.48,100244,0.0706,23.46,61.92,100297,0.0176,23.66,50.57,100316,0.0322,22.79,51.8,100288,0.0835,22.84,56.43,100246,0.0835
4382.37905,23.23,50.12,100347,0.077,23.11,53.49,100356,0.0802,22.93,51.09,100339,0.061,23.12,47.26,100321,0.0706,23.3,51.4,100240,0.0706,23.47,61.95,100299,0.0176,23.66,50.58,100317,0.0215,22.79,51.08,100291,0.0835,22.83,56.42,100242,0.0835
4392.49515,23.23,50.09,100343,0.077,23.11,53.52,100356,0.077,22.92,51.12,100337,0.061,23.12,47.54,100323,0.0706,23.3,51.36,100243,0.0706,23.47,61.94,100301,0.0176,23.66,50.57,100311,0.0215,22.78,51.55,100283,0.0835,22.83,56.48,100239,0.0835
4402.61077,23.23,50.4,100344,0.077,23.11,53.47,100356,0.0802,22.92,51.05,100338,0.0578,23.12,47.44,100323,0.0706,23.31,51.48,100244,0.0706,23.47,61.96,100295,0.0176,23.65,50.67,100307,0.0215,22.78,51.86,100280,0.0835,22.83,56.46,100237,0.0835
4412.72687,23.23,49.93,100346,0.077,23.11,53.42,100356,0.0802,22.92,51.06,100336,0.0578,23.12,47.58,100322,0.0706,23.31,51.5,100245,0.0706,23.47,61.94,100297,0.0247,23.66,50.59,100308,0.0215,22.78,51.61,100281,0.0835,22.83,56.42,100238,0.0835
4422.84202,23.23,50.14,100343,0.077,23.1,53.43,100357,0.077,22.92,51.1,100333,0.0578,23.12,47.66,100323,0.0706,23.3,51.46,100246,0.0706,23.47,61.94,100301,0.0247,23.66,50.6,100315,0.0215,22.78,51.91,100284,0.0835,22.83,56.47,100238,0.0835
4432.95812,23.23,50.02,100346,0.077,23.11,53.53,100355,0.0802,22.93,51.12,100335,0.0578,23.12,47.81,100322,0.0706,23.3,51.5,100242,0.0706,23.47,61.93,100299,0.0176,23.66,50.56,100313,0.0215,22.78,51.51,100284,0.0835,22.83,56.44,100239,0.0835
4443.07374,23.23,50.04,100340,0.077,23.1,53.43,100350,0.0802,22.92,51.01,100336,0.0578,23.11,47.51,100325,0.0706,23.3,51.48,100242,0.0706,23.47,61.9,100298,0.0247,23.66,50.59,100314,0.0286,22.78,51.58,100287,0.0835,22.83,56.47,100236,0.0835
4453.18984,23.22,50.3,100343,0.077,23.1,53.49,100351,0.077,22.92,51.06,100336,0.061,23.12,47.64,100318,0.0706,23.3,51.59,100247,0.0706,23.47,61.96,100297,0.0176,23.66,50.57,100313,0.0215,22.78,51.79,100284,0.0867,22.83,56.46,100239,0.0835
4463.30547,23.22,50.47,100343,0.077,23.1,53.46,100351,0.077,22.92,51.11,100334,0.061,23.11,47.6,100317,0.0706,23.29,51.46,100241,0.0706,23.47,61.96,100297,0.0247,23.66,50.6,100308,0.0286,22.78,51.39,100285,0.0835,22.83,56.43,100239,0.0835
4473.42109,23.22,49.99,100340,0.077,23.1,53.36,100353,0.077,22.92,51.08,100334,0.0578,23.11,47.86,100319,0.0706,23.3,51.41,100239,0.0738,23.47,61.92,100299,0.0247,23.66,50.58,100314,0.0215,22.78,51.7,100285,0.0867,22.83,56.43,100238,0.0835
4483.53672,23.23,50.09,100341,0.077,23.1,53.49,100350,0.077,22.92,51.1,100336,0.0578,23.11,47.52,100318,0.0706,23.29,51.56,100238,0.0738,23.47,61.91,100297,0.0247,23.66,50.72,100311,0.0215,22.78,51.49,100284,0.0835,22.84,56.49,100239,0.0835
4493.65377,23.23,50.07,100341,0.077,23.1,53.42,100352,0.077,22.92,51.12,100333,0.0578,23.11,47.65,100317,0.0706,23.29,51.47,100238,0.0738,23.47,61.94,100296,0.0176,23.66,50.61,100307,0.0215,22.78,51.58,100282,0.0835,22.83,56.47,100233,0.0835
4503.76892,23.23,50.02,100343,0.077,23.1,53.42,100349,0.077,22.92,51.02,100333,0.061,23.11,47.54,100317,0.0706,23.29,51.48,100237,0.0738,23.47,61.97,100295,0.0176,23.66,50.68,100309,0.0215,22.78,51.06,100282,0.0835,22.83,56.42,100233,0.0835
4513.88502,23.22,49.99,100340,0.077,23.1,53.4,100349,0.077,22.93,51.04,100334,0.061,23.11,47.63,100321,0.0706,23.29,51.67,100242,0.0738,23.47,61.94,100296,0.0176,23.65,50.62,100305,0.0215,22.78,51.58,100281,0.0867,22.83,56.43,100234,0.0835
4524.00112,23.22,49.97,100340,0.077,23.1,53.52,100349,0.077,22.92,51.05,100332,0.0578,23.11,47.63,100315,0.0706,23.29,51.43,100240,0.0738,23.47,61.99,100296,0.0176,23.66,50.62,100309,0.0215,22.78,51.6,100282,0.0867,22.83,56.42,100233,0.0835
4534.11674,23.23,49.87,100340,0.077,23.1,53.37,100346,0.077,22.92,51.02,100336,0.061,23.1,47.53,100319,0.0706,23.29,51.44,100240,0.0738,23.47,61.95,100293,0.0176,23.66,50.58,100306,0.0215,22.78,51.71,100282,0.0835,22.83,56.47,100235,0.0835
4544.23189,23.22,50.14,100335,0.077,23.1,53.42,100347,0.077,22.92,51.07,100335,0.061,23.11,47.04,100318,0.0706,23.29,51.46,100237,0.0738,23.47,61.96,100298,0.0176,23.66,50.68,100307,0.0215,22.78,51.67,100282,0.0835,22.83,56.39,100235,0.0835
4554.34799,23.22,50.04,100337,0.077,23.1,53.42,100352,0.077,22.92,51.1,100333,0.061,23.11,47.44,100316,0.0706,23.29,51.48,100237,0.0738,23.47,61.93,100295,0.0176,23.66,50.54,100309,0.0215,22.78,51.6,100283,0.0835,22.83,56.46,100235,0.0835
4564.46409,23.22,49.99,100343,0.077,23.1,53.44,100350,0.077,22.92,51.09,100334,0.0578,23.1,47.82,100315,0.0706,23.28,51.56,100235,0.0738,23.47,61.93,100292,0.0176,23.66,50.66,100306,0.0215,22.78,51.48,100280,0.0835,22.83,56.47,100230,0.0835
4574.58019,23.22,49.93,100339,0.0738,23.1,53.38,100349,0.077,22.92,51.04,100330,0.0578,23.1,47.53,100316,0.0706,23.28,51.55,100237,0.0738,23.47,61.97,100293,0.0247,23.66,50.61,100308,0.0215,22.78,52,100279,0.0835,22.83,56.42,100231,0.0835
4584.69533,23.22,50.05,100342,0.077,23.1,53.47,100351,0.077,22.92,51.12,100334,0.061,23.11,47.24,100321,0.0706,23.28,51.56,100238,0.0738,23.47,61.99,100294,0.0176,23.65,50.6,100304,0.0215,22.78,51.57,100277,0.0835,22.83,56.44,100227,0.0835
4594.81048,23.22,49.81,100341,0.0738,23.11,53.44,100353,0.077,22.92,51.04,100328,0.061,23.11,47.72,100323,0.0706,23.28,51.43,100238,0.0738,23.47,61.96,100290,0.0176,23.66,50.62,100302,0.0215,22.78,51.39,100276,0.0835,22.83,56.47,100232,0.0835
4604.92801,23.22,50.07,100341,0.0738,23.1,53.51,100350,0.077,22.92,51.02,100330,0.0578,23.1,47.79,100317,0.0706,23.28,51.43,100238,0.0738,23.47,61.95,100291,0.0176,23.66,50.62,100308,0.0215,22.78,51.67,100278,0.0835,22.83,56.46,100233,0.0835
4615.04411,23.22,50.36,100338,0.0738,23.1,53.51,100345,0.077,22.92,51.1,100332,0.0578,23.1,47.51,100317,0.0706,23.28,51.53,100242,0.0738,23.47,61.88,100296,0.0247,23.65,50.57,100307,0.0215,22.78,51.56,100281,0.0835,22.83,56.43,100236,0.0835
4625.15878,23.22,50.4,100335,0.0738,23.1,53.43,100345,0.077,22.93,51.1,100329,0.0578,23.11,47.94,100319,0.0706,23.28,51.54,100237,0.0738,23.47,61.93,100297,0.0247,23.66,50.72,100308,0.0286,22.78,51.88,100279,0.0835,22.83,56.46,100235,0.0835
4635.27488,23.22,50.1,100335,0.0738,23.1,53.46,100347,0.077,22.92,51.06,100329,0.0578,23.1,47.66,100316,0.0706,23.28,51.62,100235,0.0738,23.47,61.95,100295,0.0176,23.66,50.59,100309,0.0215,22.78,52.05,100279,0.0835,22.83,56.45,100235,0.0835
4645.39098,23.22,49.98,100338,0.0738,23.11,53.42,100346,0.077,22.92,51.17,100331,0.0578,23.1,47.54,100315,0.0706,23.28,51.46,100236,0.0738,23.47,61.93,100296,0.0176,23.66,50.54,100311,0.0215,22.78,51.93,100278,0.0835,22.83,56.47,100231,0.0835
4655.50708,23.22,50.14,100336,0.0738,23.1,53.37,100345,0.077,22.92,51.15,100332,0.0578,23.1,47.79,100317,0.0706,23.28,51.5,100235,0.0738,23.47,61.93,100291,0.0176,23.66,50.57,100306,0.0286,22.77,51.49,100275,0.0835,22.83,56.47,100229,0.0835
4665.62223,23.22,50.21,100332,0.0738,23.1,53.41,100346,0.077,22.92,51.13,100328,0.0578,23.1,47.64,100314,0.0706,23.27,51.54,100236,0.0738,23.47,61.97,100292,0.0247,23.66,50.61,100304,0.0215,22.77,51.58,100274,0.0835,22.83,56.47,100227,0.0835
4675.73833,23.22,50.37,100337,0.0738,23.11,53.49,100346,0.077,22.92,51.1,100330,0.0578,23.1,47.46,100311,0.0706,23.27,51.42,100230,0.0738,23.47,61.93,100289,0.0247,23.65,50.62,100299,0.0215,22.77,51.22,100272,0.0835,22.83,56.46,100228,0.0835
4685.85443,23.22,50.3,100336,0.0738,23.1,53.53,100346,0.077,22.92,51.06,100328,0.061,23.09,47.78,100311,0.0706,23.27,51.61,100228,0.0738,23.47,61.92,100290,0.0176,23.66,50.63,100306,0.0215,22.78,51.92,100276,0.0835,22.83,56.47,100228,0.0835
4695.97005,23.22,49.64,100336,0.0738,23.1,53.46,100345,0.077,22.92,51.09,100330,0.0578,23.1,47.77,100317,0.0706,23.28,51.56,100235,0.0738,23.47,62.01,100294,0.0176,23.65,50.74,100302,0.0215,22.78,51.69,100273,0.0835,22.83,56.48,100228,0.0835
4706.0852,23.21,50.32,100339,0.0738,23.1,53.54,100346,0.077,22.92,51.1,100332,0.061,23.1,47.69,100313,0.0706,23.27,51.53,100234,0.0738,23.47,61.96,100287,0.0176,23.65,50.59,100300,0.0286,22.78,51.52,100272,0.0835,22.83,56.48,100228,0.0835
4716.2013,23.21,49.85,100337,0.0738,23.11,53.49,100346,0.077,22.92,51.06,100332,0.0578,23.1,47.49,100315,0.0706,23.27,51.49,100234,0.0738,23.47,61.98,100286,0.0176,23.66,50.57,100303,0.0286,22.78,51.55,100272,0.0835,22.83,56.44,100230,0.0835
4726.31835,23.21,50.02,100336,0.0738,23.11,53.45,100349,0.077,22.92,51.12,100330,0.061,23.1,47.41,100312,0.0706,23.26,51.56,100233,0.0738,23.47,61.99,100289,0.0176,23.65,50.65,100303,0.0215,22.78,51.58,100277,0.0835,22.83,56.38,100230,0.0835
4736.43398,23.22,49.96,100337,0.0738,23.11,53.41,100348,0.077,22.92,51.04,100327,0.0578,23.1,47.72,100315,0.0706,23.27,51.49,100234,0.0738,23.47,61.94,100293,0.0176,23.66,50.62,100305,0.0215,22.77,51.12,100280,0.0835,22.83,56.47,100231,0.0835
4746.54865,23.21,50.57,100335,0.0738,23.11,53.54,100344,0.077,22.92,51.12,100330,0.0578,23.1,47.76,100316,0.0706,23.27,51.44,100235,0.0738,23.47,61.96,100292,0.0247,23.65,50.62,100301,0.0215,22.78,51.6,100276,0.0835,22.83,56.51,100226,0.0835
