,Node 1,,,,Node 2,,,,Node 3,,,,Node 4,,,,Node 5,,,,Node 6,,,,Node 7,,,,Node 8,,,,Node 9,,,
Time (s),Temperature (°C),Humidity (%),Pressure (Pa),TDS (Volts),Temperature (°C),Humidity (%),Pressure (Pa),TDS (Volts),Temperature (°C),Humidity (%),Pressure (Pa),TDS (Volts),Temperature (°C),Humidity (%),Pressure (Pa),TDS (Volts),Temperature (°C),Humidity (%),Pressure (Pa),TDS (Volts),Temperature (°C),Humidity (%),Pressure (Pa),TDS (Volts),Temperature (°C),Humidity (%),Pressure (Pa),TDS (Volts),Temperature (°C),Humidity (%),Pressure (Pa),TDS (Volts),Temperature (°C),Humidity (%),Pressure (Pa),TDS (Volts)
1964.59712,23.62,49.77,100376,0.0032,23.19,53.25,100390,0,22.93,50.81,100373,0,23.36,47.24,100358,0,24.02,51.44,100280,0,23.45,61.83,100331,0,23.72,50.54,100345,0.0179,22.88,51.36,100315,0.0706,22.89,56.16,100271,0.0802
1974.71313,23.61,49.86,100380,0.0032,23.18,53.25,100386,0,22.94,50.84,100375,0,23.36,47.05,100357,0,24.01,51.31,100281,0,23.45,61.86,100331,0,23.71,50.5,100342,0.025,22.88,51.21,100315,0.0706,22.88,56.17,100273,0.0802
1984.82894,23.61,49.73,100383,0.0032,23.18,53.27,100391,0,22.94,50.92,100372,0,23.36,46.81,100355,0,24.01,51.4,100281,0,23.45,61.85,100330,0,23.71,50.51,100345,0.025,22.88,51.39,100316,0.0706,22.89,56.14,100274,0.0802
1994.94504,23.61,49.92,100377,0.0032,23.19,53.32,100391,0,22.94,50.85,100374,0,23.35,47.11,100358,0,24,51.36,100281,0,23.44,61.84,100330,0,23.71,50.51,100347,0.025,22.87,51.56,100320,0.0738,22.89,56.12,100275,0.0802
2005.06091,23.61,49.75,100377,0.0032,23.18,53.22,100390,0,22.94,50.79,100372,0,23.35,47.05,100360,0,23.99,51.26,100280,0,23.44,61.82,100330,0,23.71,50.46,100345,0.0179,22.88,51.22,100320,0.0738,22.88,56.18,100272,0.0802
2015.17605,23.6,49.71,100374,0,23.18,53.21,100389,0,22.93,50.83,100375,0,23.35,47.19,100356,0,23.99,51.37,100280,0,23.45,61.87,100332,0.0106,23.71,50.56,100343,0.025,22.88,51.4,100316,0.0738,22.88,56.13,100266,0.0802
2025.29215,23.6,50.07,100377,0.0032,23.18,53.27,100387,0,22.93,50.86,100371,0,23.35,47.22,100354,0,23.98,51.34,100275,0,23.44,61.89,100329,0,23.71,50.47,100344,0.025,22.88,51.42,100317,0.077,22.89,56.14,100266,0.0802
2035.40802,23.59,49.76,100376,0.0032,23.18,53.16,100387,0,22.93,50.84,100373,0,23.34,47.22,100356,0,23.98,51.31,100277,0,23.44,61.88,100328,0,23.71,50.48,100341,0.0179,22.87,51.08,100311,0.077,22.88,56.14,100266,0.0802
2045.52412,23.6,49.6,100383,0.0032,23.18,53.3,100387,0,22.94,50.81,100370,0,23.34,47.12,100352,0,23.97,51.47,100276,0,23.45,61.85,100329,0,23.71,50.62,100342,0.0179,22.88,51.42,100316,0.077,22.89,56.17,100269,0.0802
2055.64022,23.59,49.71,100378,0.0032,23.18,53.17,100386,0,22.93,50.77,100374,0,23.34,47.16,100353,0,23.97,51.51,100275,0,23.45,61.85,100327,0,23.71,50.47,100344,0.0179,22.88,51.59,100313,0.077,22.89,56.22,100267,0.0802
2065.75584,23.58,49.79,100377,0.0032,23.18,53.19,100388,0,22.93,50.83,100371,0,23.34,47.26,100355,0,23.96,51.4,100276,0,23.45,61.92,100329,0,23.71,50.56,100347,0.0179,22.87,51.44,100318,0.0802,22.88,56.18,100270,0.0802
2075.87194,23.58,49.83,100380,0.0032,23.18,53.28,100386,0,22.93,50.84,100376,0,23.34,47.2,100353,0,23.95,51.43,100274,0,23.44,61.85,100329,0.0106,23.71,50.51,100343,0.0179,22.88,51.32,100316,0.0802,22.88,56.15,100268,0.0802
2085.98804,23.58,49.92,100378,0.0032,23.18,53.1,100389,0,22.93,50.93,100371,0,23.34,47.33,100356,0,23.95,51.41,100280,0,23.45,61.84,100327,0.0106,23.71,50.54,100342,0.0286,22.87,51.69,100314,0.0802,22.88,56.14,100272,0.0802
2096.10319,23.57,49.87,100376,0.0032,23.18,53.22,100394,0,22.93,50.89,100375,0,23.33,47.29,100356,0,23.94,51.34,100278,0.0032,23.44,61.85,100330,0.0036,23.71,50.55,100349,0.0286,22.87,51.09,100321,0.0802,22.88,56.17,100274,0.0802
2106.21929,23.57,49.98,100373,0.0032,23.17,53.18,100384,0,22.93,50.87,100377,0,23.34,47.06,100356,0,23.94,51.48,100276,0.0032,23.45,61.85,100335,0.0141,23.71,50.5,100345,0.0286,22.87,51.39,100316,0.0802,22.88,56.16,100269,0.0802
2116.33515,23.57,49.85,100370,0.0032,23.18,53.29,100389,0,22.93,50.89,100372,0.0032,23.33,47.01,100353,0,23.93,51.4,100275,0.0064,23.45,61.87,100330,0.0141,23.71,50.53,100344,0.0286,22.87,51.56,100318,0.0802,22.88,56.19,100269,0.0802
2126.45101,23.57,49.47,100374,0.0032,23.18,53.33,100387,0,22.94,50.84,100371,0.0064,23.33,47.37,100352,0,23.93,51.27,100273,0.0096,23.45,61.9,100327,0.0036,23.71,50.54,100345,0.025,22.87,51.47,100314,0.0802,22.88,56.23,100271,0.0835
2136.56687,23.56,49.78,100377,0.0032,23.17,53.22,100382,0,22.93,50.87,100375,0.0096,23.33,46.97,100355,0,23.93,51.49,100277,0.0128,23.45,61.82,100327,0.0071,23.71,50.57,100339,0.0215,22.87,51.32,100312,0.0802,22.88,56.13,100267,0.0835
2146.68202,23.56,49.71,100376,0.0064,23.17,53.25,100387,0,22.93,50.79,100369,0.0128,23.32,47.27,100350,0.0032,23.92,51.57,100275,0.016,23.45,61.89,100328,0.0071,23.71,50.54,100342,0.0215,22.87,52.01,100314,0.0802,22.88,56.13,100265,0.0802
2156.79788,23.55,49.93,100375,0.0096,23.17,53.2,100386,0,22.94,50.93,100372,0.016,23.32,47.17,100350,0.0064,23.92,51.44,100272,0.0193,23.45,61.92,100327,0.0071,23.71,50.51,100340,0.0286,22.88,51.39,100315,0.0802,22.88,56.22,100267,0.0802
2166.91493,23.56,49.96,100378,0.0128,23.17,53.23,100384,0,22.93,50.81,100372,0.0193,23.32,47.02,100349,0.0096,23.91,51.31,100275,0.0193,23.44,61.85,100329,0.0141,23.71,50.55,100340,0.0286,22.87,51.31,100313,0.0802,22.88,56.17,100267,0.0835
2177.03104,23.55,49.88,100378,0.016,23.17,53.21,100386,0,22.93,50.91,100371,0.0193,23.32,47.35,100355,0.0128,23.9,51.34,100273,0.0225,23.44,61.88,100327,0.0141,23.71,50.47,100341,0.0286,22.87,51.49,100313,0.0802,22.88,56.16,100269,0.0835
2187.14618,23.55,49.85,100374,0.0193,23.17,53.23,100387,0,22.93,50.93,100370,0.0225,23.32,47.29,100355,0.0128,23.89,51.41,100275,0.0225,23.44,61.85,100330,0.0071,23.71,50.58,100344,0.0215,22.87,51.05,100315,0.0802,22.88,56.21,100267,0.0835
2197.26181,23.54,49.72,100372,0.0225,23.17,53.18,100388,0,22.93,50.87,100374,0.0257,23.31,47.28,100356,0.016,23.89,51.4,100276,0.0225,23.44,61.87,100329,0.0176,23.71,50.64,100347,0.0215,22.86,51.16,100312,0.0802,22.88,56.2,100271,0.0835
2207.37791,23.54,49.62,100371,0.0257,23.17,53.13,100387,0,22.93,50.87,100374,0.0257,23.32,47.17,100354,0.0193,23.88,51.37,100273,0.0257,23.44,61.85,100331,0.0176,23.71,50.55,100345,0.0215,22.87,51.28,100314,0.0802,22.88,56.19,100266,0.0835
2217.49401,23.54,49.69,100374,0.0289,23.17,53.23,100382,0,22.93,50.99,100368,0.0289,23.31,47.01,100350,0.0193,23.88,51.24,100270,0.0257,23.45,61.85,100325,0.0176,23.71,50.52,100338,0.0215,22.87,51.63,100312,0.0802,22.88,56.18,100265,0.0835
2247.93314,23.53,49.9,100370,0.0353,23.17,53.25,100385,0,22.93,50.83,100370,0.0321,23.31,47.15,100349,0.0225,23.87,51.55,100269,0.0257,23.44,61.89,100322,0.0176,23.71,50.54,100341,0.0286,22.87,51.88,100311,0.0802,22.88,56.16,100268,0.0835
2258.0502,23.53,50.06,100376,0.0385,23.17,53.23,100389,0.0032,22.93,50.86,100372,0.0353,23.31,47.35,100356,0.0257,23.87,51.33,100279,0.0289,23.45,61.91,100326,0.0176,23.71,50.53,100344,0.0215,22.87,51.63,100312,0.0802,22.88,56.18,100269,0.0835
2268.16511,23.53,49.92,100376,0.0385,23.17,53.3,100389,0.0032,22.93,50.91,100372,0.0385,23.31,47.1,100353,0.0257,23.87,51.37,100272,0.0289,23.45,61.86,100328,0.0106,23.71,50.52,100346,0.0215,22.87,51.64,100317,0.0802,22.88,56.13,100270,0.0835
2278.28097,23.53,49.73,100376,0.0417,23.16,53.18,100384,0.0064,22.93,50.85,100371,0.0385,23.31,47.41,100348,0.0289,23.86,51.45,100266,0.0289,23.45,61.91,100331,0.0141,23.71,50.52,100341,0.0215,22.87,51.33,100313,0.0802,22.88,56.19,100264,0.0835
2288.39683,23.52,49.86,100374,0.0417,23.17,53.23,100379,0.0096,22.93,50.89,100366,0.0417,23.31,47.45,100352,0.0289,23.86,51.45,100271,0.0321,23.44,61.88,100321,0.0141,23.71,50.6,100337,0.0215,22.87,50.91,100308,0.0802,22.88,56.14,100262,0.0835
2298.51293,23.52,49.72,100373,0.0449,23.16,53.32,100386,0.0128,22.92,50.82,100365,0.0449,23.3,46.93,100356,0.0321,23.85,51.42,100275,0.0321,23.44,61.89,100324,0.0141,23.71,50.62,100343,0.0215,22.87,51.28,100313,0.0802,22.88,56.23,100273,0.0835
2308.62903,23.52,49.86,100377,0.0449,23.16,53.24,100384,0.016,22.93,50.93,100370,0.0481,23.3,47.4,100354,0.0321,23.85,51.42,100275,0.0321,23.45,61.89,100328,0.0141,23.72,50.58,100344,0.0286,22.87,51.41,100316,0.0802,22.88,56.25,100266,0.0835
2318.74418,23.52,49.85,100374,0.0481,23.17,53.26,100384,0.0193,22.93,50.97,100375,0.0514,23.3,47.15,100352,0.0353,23.84,51.47,100269,0.0353,23.45,61.95,100328,0.0211,23.71,50.47,100344,0.0215,22.86,51.06,100313,0.0802,22.88,56.18,100265,0.0835
2328.86004,23.51,49.68,100376,0.0514,23.16,53.19,100384,0.0225,22.93,50.89,100372,0.0546,23.3,47.2,100350,0.0353,23.83,51.42,100271,0.0353,23.44,61.87,100327,0.0176,23.71,50.57,100339,0.0286,22.86,51.28,100312,0.0802,22.87,56.17,100263,0.0835
2338.9759,23.51,50.05,100381,0.0514,23.16,53.13,100381,0.0257,22.92,50.91,100369,0.0578,23.29,47.37,100350,0.0385,23.83,51.35,100271,0.0353,23.44,61.86,100324,0.0247,23.72,50.55,100341,0.0286,22.86,50.99,100314,0.0802,22.88,56.23,100264,0.0835
2349.092,23.51,49.91,100380,0.0546,23.16,53.27,100386,0.0257,22.93,50.84,100368,0.0578,23.3,47.22,100353,0.0385,23.83,51.45,100274,0.0385,23.44,61.86,100327,0.0176,23.71,50.53,100343,0.0215,22.86,51.05,100318,0.0802,22.87,56.23,100269,0.0835
2359.20691,23.5,50.12,100379,0.0578,23.16,53.24,100386,0.0289,22.92,50.88,100372,0.061,23.3,47.16,100352,0.0385,23.82,51.47,100274,0.0385,23.44,61.88,100328,0.0247,23.71,50.44,100341,0.0215,22.86,52.02,100312,0.0835,22.87,56.23,100265,0.0835
2369.32396,23.5,49.96,100375,0.0578,23.16,53.3,100387,0.0321,22.92,50.82,100372,0.0642,23.3,47.15,100356,0.0385,23.81,51.39,100276,0.0385,23.44,61.86,100330,0.0176,23.71,50.54,100345,0.0215,22.86,51,100317,0.0835,22.88,56.24,100270,0.0835
2379.43983,23.5,49.83,100378,0.061,23.16,53.15,100387,0.0353,22.93,50.8,100372,0.0674,23.29,47.37,100354,0.0417,23.81,51.22,100278,0.0417,23.44,61.91,100327,0.0176,23.71,50.56,100344,0.0215,22.86,51.12,100317,0.0835,22.88,56.19,100269,0.0835
2389.55593,23.5,49.99,100376,0.061,23.16,53.28,100390,0.0353,22.93,50.87,100373,0.0674,23.3,47.24,100358,0.0417,23.81,51.32,100275,0.0417,23.45,61.87,100333,0.0211,23.71,50.51,100348,0.0286,22.86,51.22,100321,0.0835,22.88,56.22,100273,0.0835
2399.67083,23.5,49.85,100377,0.0642,23.16,53.14,100389,0.0385,22.93,50.93,100378,0.0706,23.29,47.06,100355,0.0417,23.81,51.34,100280,0.0449,23.44,61.89,100333,0.0211,23.71,50.61,100349,0.0215,22.86,51.81,100319,0.0835,22.87,56.17,100268,0.0835
2409.78693,23.49,49.77,100376,0.0674,23.16,53.23,100385,0.0385,22.92,50.81,100372,0.0706,23.28,47.37,100352,0.0449,23.8,51.58,100274,0.0449,23.44,61.86,100330,0.0282,23.71,50.46,100344,0.0215,22.86,51.63,100315,0.0835,22.87,56.19,100267,0.0835
2419.90303,23.49,49.68,100377,0.0674,23.16,53.18,100389,0.0417,22.92,50.93,100373,0.0706,23.29,47.12,100354,0.0449,23.8,51.47,100273,0.0449,23.44,61.89,100327,0.0282,23.71,50.46,100347,0.0215,22.86,51.44,100316,0.0835,22.87,56.2,100268,0.0835
2430.0189,23.49,49.92,100377,0.0706,23.16,53.17,100386,0.0449,22.93,50.83,100373,0.0738,23.28,47.37,100353,0.0449,23.8,51.48,100273,0.0481,23.44,61.81,100327,0.0282,23.71,50.57,100343,0.0215,22.86,51.03,100313,0.0835,22.87,56.19,100269,0.0835
2440.13404,23.49,49.87,100375,0.0738,23.16,53.14,100388,0.0449,22.93,50.94,100373,0.0738,23.28,47.22,100353,0.0481,23.79,51.37,100276,0.0481,23.44,61.91,100326,0.0211,23.71,50.48,100343,0.0286,22.86,51.56,100314,0.0835,22.88,56.19,100269,0.0835
2450.25014,23.49,49.69,100374,0.0738,23.16,53.2,100388,0.0481,22.93,50.89,100375,0.0738,23.28,47.32,100355,0.0481,23.79,51.29,100275,0.0514,23.44,61.87,100329,0.0211,23.71,50.58,100346,0.0286,22.86,51.36,100318,0.0835,22.87,56.2,100270,0.0835
2460.36624,23.48,49.86,100379,0.077,23.16,53.23,100388,0.0514,22.93,50.85,100374,0.0738,23.28,47.45,100352,0.0481,23.78,51.35,100275,0.0514,23.45,61.89,100329,0.0282,23.71,50.51,100344,0.0215,22.86,51.26,100313,0.0835,22.88,56.2,100268,0.0835
2470.48187,23.48,49.7,100375,0.077,23.16,53.21,100389,0.0514,22.92,50.88,100373,0.077,23.28,47.27,100356,0.0514,23.78,51.45,100271,0.0546,23.44,61.87,100326,0.0211,23.71,50.6,100339,0.0215,22.86,51.49,100315,0.0835,22.87,56.22,100265,0.0835
2480.59797,23.48,49.97,100377,0.0802,23.15,53.32,100384,0.0546,22.93,50.82,100370,0.077,23.28,47.08,100354,0.0514,23.77,51.33,100272,0.0546,23.44,61.88,100327,0.0211,23.71,50.49,100339,0.0286,22.85,50.98,100313,0.0835,22.87,56.17,100266,0.0835
2490.71407,23.48,49.58,100378,0.0802,23.15,53.21,100388,0.0578,22.93,50.89,100372,0.077,23.28,47.39,100355,0.0546,23.77,51.41,100277,0.0546,23.44,61.89,100327,0.0211,23.71,50.55,100343,0.0286,22.85,51.47,100313,0.0835,22.87,56.19,100268,0.0835
2500.82993,23.48,49.82,100378,0.0835,23.16,53.32,100387,0.0578,22.92,50.82,100374,0.077,23.27,47.47,100355,0.0546,23.76,51.56,100274,0.0578,23.44,61.91,100326,0.0211,23.71,50.44,100342,0.0215,22.85,51.67,100313,0.0835,22.88,56.18,100270,0.0835
2510.94603,23.47,49.92,100376,0.0835,23.16,53.27,100389,0.061,22.92,50.9,100372,0.077,23.27,47.23,100354,0.0578,23.76,51.34,100276,0.0578,23.45,61.9,100331,0.0282,23.71,50.55,100344,0.0286,22.86,51.42,100319,0.0835,22.87,56.24,100268,0.0835
2521.06213,23.48,50,100374,0.0867,23.15,53.28,100388,0.0642,22.92,50.86,100374,0.077,23.27,47.14,100352,0.0578,23.75,51.38,100276,0.061,23.44,61.91,100327,0.0211,23.71,50.39,100344,0.0286,22.85,51.27,100316,0.0835,22.87,56.19,100268,0.0835
2531.1768,23.47,49.79,100374,0.0867,23.16,53.27,100387,0.0642,22.92,50.86,100371,0.077,23.27,47.25,100358,0.0578,23.75,51.4,100275,0.061,23.44,61.85,100328,0.0247,23.71,50.56,100343,0.0286,22.85,51.32,100316,0.0835,22.87,56.23,100269,0.0835
2541.2929,23.46,49.67,100378,0.0867,23.15,53.25,100388,0.0674,22.92,50.94,100374,0.077,23.27,47.2,100355,0.061,23.74,51.23,100274,0.061,23.44,61.88,100332,0.0282,23.71,50.48,100344,0.0286,22.86,51.33,100318,0.0835,22.87,56.23,100271,0.0835
2551.409,23.46,49.82,100376,0.0867,23.15,53.23,100388,0.0706,22.92,50.85,100375,0.077,23.27,47.37,100357,0.061,23.75,51.3,100275,0.0642,23.44,61.85,100328,0.0211,23.71,50.54,100342,0.0215,22.86,51.17,100314,0.0835,22.87,56.23,100271,0.0835
2561.52486,23.47,49.98,100377,0.0867,23.16,53.28,100386,0.0706,22.92,50.84,100374,0.077,23.27,47.39,100352,0.061,23.74,51.36,100274,0.0642,23.44,61.86,100328,0.0211,23.71,50.46,100347,0.0286,22.85,51.66,100315,0.0835,22.87,56.23,100266,0.0835
2571.64001,23.47,49.9,100380,0.0899,23.15,53.24,100385,0.0738,22.92,50.94,100372,0.077,23.27,47.27,100354,0.061,23.73,51.45,100277,0.0642,23.45,61.95,100324,0.0176,23.71,50.47,100341,0.0215,22.85,51.25,100313,0.0835,22.87,56.19,100271,0.0835
2581.75611,23.46,50.15,100381,0.0899,23.15,53.29,100390,0.0738,22.92,50.9,100370,0.077,23.26,47.23,100360,0.0642,23.73,51.43,100281,0.0642,23.44,61.87,100331,0.0176,23.71,50.42,100347,0.0215,22.85,51.72,100321,0.0835,22.87,56.25,100276,0.0835
2591.87269,23.46,50,100382,0.0899,23.15,53.15,100388,0.077,22.93,50.96,100377,0.077,23.27,47.38,100353,0.0642,23.73,51.45,100273,0.0642,23.45,61.93,100332,0.0247,23.71,50.56,100348,0.0215,22.85,50.91,100317,0.0835,22.87,56.22,100269,0.0835
2601.98879,23.45,49.92,100378,0.0899,23.15,53.24,100384,0.077,22.93,50.89,100374,0.077,23.26,47.46,100351,0.0642,23.72,51.33,100275,0.0642,23.44,61.91,100328,0.0247,23.71,50.52,100342,0.0215,22.85,50.89,100312,0.0835,22.87,56.19,100270,0.0835
2612.10393,23.46,49.89,100378,0.0899,23.15,53.23,100388,0.0802,22.92,50.81,100369,0.077,23.26,47.25,100357,0.0642,23.71,51.49,100279,0.0642,23.45,61.94,100326,0.0247,23.71,50.48,100348,0.0215,22.85,51.39,100316,0.0835,22.87,56.19,100276,0.0835
2622.22003,23.45,50.12,100379,0.0899,23.15,53.31,100394,0.0835,22.92,50.87,100374,0.077,23.26,47.3,100357,0.0642,23.72,51.46,100280,0.0642,23.44,61.94,100333,0.0176,23.71,50.47,100349,0.0215,22.85,51.99,100319,0.0835,22.87,56.25,100278,0.0835
2632.33613,23.45,49.97,100379,0.0899,23.15,53.25,100392,0.0835,22.92,50.91,100377,0.0738,23.26,47.24,100355,0.0674,23.71,51.39,100278,0.0642,23.44,61.93,100333,0.0176,23.71,50.52,100347,0.0286,22.85,51.25,100320,0.0835,22.87,56.2,100272,0.0835
2642.45223,23.44,49.89,100382,0.0899,23.15,53.23,100387,0.0835,22.92,50.88,100377,0.0738,23.26,47.29,100356,0.0674,23.71,51.53,100277,0.0642,23.44,61.87,100333,0.0176,23.7,50.55,100348,0.0286,22.85,51.5,100318,0.0835,22.87,56.24,100271,0.0835
2652.5669,23.44,49.96,100380,0.0899,23.15,53.24,100388,0.0867,22.92,50.79,100376,0.0738,23.25,47.2,100355,0.0674,23.7,51.45,100276,0.0642,23.44,61.88,100330,0.0247,23.71,50.52,100348,0.0286,22.85,51.23,100315,0.0835,22.87,56.24,100268,0.0835
2662.68277,23.44,49.8,100380,0.0899,23.15,53.31,100386,0.0867,22.92,50.92,100374,0.0738,23.25,47.38,100353,0.0674,23.7,51.42,100276,0.0642,23.44,61.84,100329,0.0247,23.7,50.53,100344,0.0286,22.85,51.21,100317,0.0835,22.87,56.2,100269,0.0835
2672.79887,23.44,49.91,100382,0.0899,23.15,53.31,100387,0.0867,22.92,50.87,100375,0.0738,23.25,47.51,100356,0.0674,23.7,51.4,100277,0.0642,23.45,61.87,100327,0.0176,23.71,50.54,100345,0.0286,22.85,51.34,100317,0.0835,22.87,56.23,100273,0.0835
2682.91497,23.44,50.15,100381,0.0899,23.14,53.3,100387,0.0867,22.92,50.86,100375,0.0738,23.25,47.25,100354,0.0674,23.69,51.44,100278,0.0642,23.45,61.91,100332,0.0176,23.71,50.52,100348,0.0286,22.85,51.25,100319,0.0835,22.87,56.24,100274,0.0835
2693.03083,23.43,49.79,100376,0.0931,23.15,53.2,100391,0.0899,22.92,50.92,100377,0.0706,23.25,47.67,100354,0.0674,23.69,51.49,100276,0.0642,23.45,61.91,100333,0.0176,23.7,50.51,100343,0.0215,22.85,51.18,100320,0.0835,22.86,56.26,100270,0.0835
2703.14693,23.43,49.9,100375,0.0931,23.15,53.32,100388,0.0899,22.92,50.91,100375,0.0706,23.25,47.25,100357,0.0674,23.69,51.46,100277,0.0642,23.45,61.87,100329,0.0176,23.71,50.62,100345,0.0286,22.85,51.21,100320,0.0835,22.87,56.25,100271,0.0835
2713.26303,23.43,49.98,100378,0.0899,23.15,53.26,100389,0.0931,22.92,50.85,100375,0.0706,23.25,47.36,100356,0.0674,23.68,51.31,100278,0.0642,23.45,61.91,100332,0.0176,23.71,50.56,100347,0.0215,22.84,51.41,100321,0.0835,22.87,56.24,100275,0.0835
2723.37913,23.43,50.01,100377,0.0899,23.14,53.3,100387,0.0931,22.92,50.79,100378,0.0706,23.25,47.49,100352,0.0674,23.68,51.46,100274,0.0642,23.44,61.92,100331,0.0176,23.71,50.52,100345,0.0215,22.84,51.42,100317,0.0835,22.87,56.21,100269,0.0835
2733.49523,23.43,49.69,100376,0.0931,23.14,53.39,100379,0.0931,22.92,50.9,100373,0.0706,23.25,47.28,100352,0.0674,23.67,51.28,100271,0.0642,23.44,61.89,100328,0.0176,23.71,50.48,100342,0.0215,22.84,51.18,100315,0.0835,22.87,56.26,100266,0.0835
2743.61014,23.43,49.93,100371,0.0931,23.15,53.3,100383,0.0931,22.91,50.88,100369,0.0674,23.24,47.49,100353,0.0674,23.67,51.5,100275,0.0642,23.44,61.82,100326,0.0176,23.71,50.55,100341,0.0286,22.84,51.89,100313,0.0835,22.87,56.29,100267,0.0835
2753.726,23.42,49.9,100371,0.0931,23.15,53.37,100389,0.0931,22.92,50.91,100372,0.0674,23.25,47.32,100356,0.0674,23.67,51.38,100277,0.0642,23.44,61.91,100324,0.0176,23.71,50.51,100346,0.0215,22.84,51.59,100317,0.0835,22.86,56.22,100269,0.0835
2763.8421,23.43,49.76,100378,0.0899,23.15,53.23,100390,0.0963,22.92,50.94,100374,0.0674,23.24,47.54,100355,0.0674,23.67,51.38,100276,0.0642,23.44,61.93,100329,0.0176,23.7,50.61,100347,0.0215,22.84,51.91,100319,0.0835,22.86,56.21,100268,0.0835
2773.9582,23.42,50.02,100376,0.0931,23.15,53.28,100386,0.0963,22.92,50.95,100375,0.0674,23.25,47.32,100351,0.0674,23.66,51.46,100272,0.0642,23.45,61.92,100333,0.0176,23.7,50.57,100340,0.0286,22.84,50.99,100313,0.0835,22.87,56.27,100270,0.0835
2784.07311,23.42,49.88,100376,0.0931,23.14,53.31,100379,0.0963,22.92,50.94,100372,0.0674,23.24,47.39,100349,0.0674,23.65,51.46,100267,0.0642,23.45,61.89,100325,0.0176,23.71,50.54,100340,0.0215,22.84,51.22,100309,0.0835,22.86,56.26,100263,0.0835
2794.18897,23.42,49.83,100374,0.0931,23.14,53.29,100382,0.0995,22.92,50.97,100367,0.0674,23.24,47.26,100349,0.0674,23.66,51.55,100271,0.0642,23.44,61.81,100322,0.0247,23.7,50.54,100343,0.0215,22.84,51.06,100311,0.0835,22.86,56.26,100261,0.0835
2804.30507,23.42,49.78,100377,0.0931,23.14,53.25,100384,0.1027,22.92,50.85,100369,0.0642,23.24,47.32,100354,0.0674,23.65,51.42,100274,0.0674,23.45,61.93,100325,0.0247,23.7,50.6,100338,0.0215,22.84,51.49,100313,0.0835,22.86,56.2,100264,0.0835
2814.42165,23.42,49.84,100377,0.0931,23.14,53.19,100387,0.1027,22.91,50.91,100371,0.0642,23.24,47.44,100356,0.0674,23.64,51.49,100277,0.0674,23.44,61.91,100327,0.0176,23.7,50.56,100343,0.0215,22.84,51.68,100315,0.0835,22.86,56.29,100269,0.0835
2824.53727,23.41,49.75,100379,0.0931,23.14,53.39,100385,0.1059,22.92,50.92,100372,0.0642,23.23,47.22,100351,0.0674,23.64,51.45,100273,0.0674,23.45,61.92,100329,0.0176,23.7,50.57,100341,0.0215,22.84,51.51,100313,0.0835,22.87,56.28,100267,0.0835
2834.65337,23.41,49.85,100370,0.0931,23.15,53.28,100383,0.1059,22.92,50.89,100372,0.0642,23.23,47.31,100353,0.0674,23.64,51.32,100274,0.0674,23.44,61.88,100329,0.0176,23.7,50.55,100343,0.0215,22.84,51.85,100314,0.0835,22.86,56.24,100267,0.0835
2844.769,23.4,49.83,100373,0.0931,23.14,53.2,100383,0.1091,22.91,50.91,100372,0.0642,23.23,47.49,100351,0.0674,23.64,51.58,100274,0.0674,23.45,61.89,100326,0.0247,23.7,50.47,100344,0.0215,22.84,51.33,100313,0.0835,22.87,56.26,100269,0.0835
2854.8851,23.41,50.07,100368,0.0931,23.14,53.32,100385,0.1123,22.92,50.84,100372,0.0642,23.23,47.4,100353,0.0674,23.63,51.35,100272,0.0674,23.45,61.88,100329,0.0176,23.69,50.57,100344,0.0215,22.84,51.33,100316,0.0835,22.87,56.27,100270,0.0835
2865.0012,23.4,49.96,100370,0.0931,23.13,53.21,100384,0.1123,22.92,50.86,100373,0.0642,23.23,47.41,100350,0.0674,23.63,51.49,100270,0.0674,23.44,61.89,100330,0.0247,23.7,50.58,100343,0.0286,22.84,51.67,100317,0.0835,22.86,56.29,100265,0.0835
2875.11587,23.41,50.05,100369,0.0931,23.14,53.29,100379,0.1156,22.92,50.96,100372,0.0642,23.23,47.24,100346,0.0674,23.62,51.49,100268,0.0674,23.45,61.91,100326,0.0247,23.7,50.59,100338,0.0215,22.84,51.26,100311,0.0835,22.86,56.25,100258,0.0835
2885.23197,23.4,49.71,100369,0.0931,23.14,53.2,100378,0.1188,22.92,50.92,100368,0.0642,23.23,47.54,100348,0.0674,23.62,51.46,100269,0.0706,23.45,61.86,100320,0.0247,23.7,50.47,100337,0.0286,22.83,51.32,100307,0.0835,22.86,56.26,100262,0.0835
2895.34807,23.4,49.92,100369,0.0931,23.14,53.22,100378,0.122,22.92,50.87,100368,0.0642,23.22,47.41,100347,0.0674,23.62,51.55,100268,0.0674,23.45,61.85,100324,0.0176,23.7,50.46,100336,0.0215,22.83,51.52,100307,0.0835,22.86,56.26,100261,0.0835
2905.46398,23.4,49.95,100368,0.0931,23.14,53.34,100383,0.1252,22.92,50.84,100364,0.0642,23.22,47.32,100349,0.0674,23.61,51.3,100267,0.0674,23.45,61.87,100320,0.0247,23.7,50.54,100339,0.0215,22.83,51.32,100312,0.0835,22.86,56.26,100265,0.0835
